image_path,target,prediction,group,confidence,center_energy_ratio,focus_score
images/test/116/9b814727-cfd1-43ed-a65b-acf11f1e741e.jpg,116,116,correct,0.0072298431769013405,0.12281735986471176,0.025306884027881726
images/test/222/4862f78e-409a-4395-93ae-c25addcab6fe.jpg,222,222,correct,0.7323923110961914,0.45584070682525635,0.011738197205381606
images/test/349/e1ceecab-97c0-4634-ac54-d3ae4d1081ee.jpg,349,349,correct,0.046882081776857376,0.0962720587849617,0.046178943958253504
images/test/409/831187cf-9eca-43e9-ba83-753b2712ccea.jpg,409,409,correct,0.8697880506515503,0.3457185924053192,0.022953681071600673
images/test/012/6c934683-97ad-4629-aae1-f9ba56fe2853.jpg,12,12,correct,0.8828498721122742,0.4730277955532074,0.01051450112842578
images/test/283/635d472c-d49c-4eee-8ca8-c5856f287304.jpg,283,283,correct,0.08405545353889465,0.22546586394309998,0.019805504054563272
images/test/028/8d9b1f36-2559-4c33-88e5-0f216b6b0497.jpg,28,28,correct,0.9969301819801331,0.7287065982818604,0.046516008521205965
images/test/300/02517104-b634-43a0-a39a-c9b49ea425f8.jpg,300,300,correct,0.9477522373199463,0.5547977089881897,0.0159546498537253
images/test/343/49b5abac-38a1-4b1a-985b-8fb0e02030cb.jpg,343,343,correct,0.5042794346809387,0.3554018437862396,0.01450983575410425
images/test/461/739e0134-cf29-4d3a-871a-a41ba8d184a6.jpg,461,461,correct,0.9051946401596069,0.4325307607650757,0.007157906899666333
images/test/210/9371ef33-f8ed-4bac-b124-47c9c5ca39ea.jpg,210,301,incorrect,1.5603296560584567e-05,0.06026630476117134,0.05047199265884694
images/test/283/5f88d929-c2ba-489d-9363-0a6130df5ba5.jpg,283,490,incorrect,0.00032894485048018396,0.0017927475273609161,0.09452777983375382
images/test/169/6e8c1dbf-9503-455e-b1da-9204de0c5a69.jpg,169,152,incorrect,0.30464980006217957,0.3219299018383026,0.019377370844525954
images/test/372/4642e907-7726-4508-9ecd-fcfaec9d831c.jpg,372,279,incorrect,0.32647669315338135,0.4433937668800354,0.031404635491823374
images/test/207/b4fe83e8-7367-4fb7-8cb9-acde9673a2b9.jpg,207,193,incorrect,0.00040368360350839794,0.2135891318321228,0.06130267574929815
images/test/151/782e214a-1c74-4bd1-8536-13f54d62d170.jpg,151,152,incorrect,0.03284677863121033,0.22772975265979767,0.02635174064905388
images/test/264/cf7396f5-63aa-4c70-84d3-b3e6dc0f7340.jpg,264,226,incorrect,0.0002696837473195046,0.06014803797006607,0.08663539193223468
images/test/451/9f6b06c5-62f9-4fb7-8878-9f8f67c758af.jpg,451,460,incorrect,0.027969567105174065,0.1371574103832245,0.06521395429745735
images/test/354/96d250c1-e471-4271-8331-8b045a904ef2.jpg,354,357,incorrect,0.00031339566339738667,0.03820532560348511,0.06098967994759541
images/test/185/0e3e1e46-2d43-4b26-b3f9-3b341253b7a2.jpg,185,207,incorrect,0.0689033716917038,0.24626308679580688,0.021952197742891477
images/test/123/80c2c0ff-a43d-4765-af7e-e50eec1c9db3.jpg,123,39,incorrect,9.982717892853543e-05,0.03469143807888031,0.08411351317631144
images/test/468/d5111bdc-20dc-444c-8ec2-33b446f2d3b1.jpg,468,373,incorrect,0.0001687423646217212,0.1581282764673233,0.058657206122805894
images/test/318/6180bd11-c72d-44bf-9901-1a92963a7b1d.jpg,318,325,incorrect,0.00013785950432065874,0.09052115678787231,0.047173608142420775
images/test/360/65b3641c-1a5a-49b5-a3ce-49bb60eee637.jpg,360,281,incorrect,0.005084373522549868,0.04812919721007347,0.05214671047481523
images/test/347/98a96d9e-6bd0-49fd-9e68-8759031320fb.jpg,347,368,incorrect,0.2260531187057495,0.2055492401123047,0.03507002739352927
images/test/142/4bb4c2fb-7c41-4eb8-b82f-5e2cad1f2109.jpg,142,83,incorrect,0.0024548363871872425,0.10493315011262894,0.06513385722301046
images/test/381/4b2a866a-9620-4c15-998e-e572c96c84cb.jpg,381,333,incorrect,0.014276825822889805,0.031621478497982025,0.06035366733996106
images/test/496/78bcc21f-b5d7-4869-8dfa-4f284bf443e1.jpg,496,338,incorrect,0.0004453012952581048,0.12218789756298065,0.041217179416319194
images/test/191/cf741cf4-2f7f-4725-b3e9-da0d64de10de.jpg,191,243,incorrect,1.2209025044285227e-05,0.137460395693779,0.047230274422243035
images/test/316/145eec47-f467-45cb-af61-9b31d843f919.jpg,316,303,incorrect,0.0009041671291925013,0.026858622208237648,0.07976512096414257
images/test/459/18202f6d-1ace-4e21-942c-f2ceed1ca34e.jpg,459,485,incorrect,0.0874662846326828,0.26039204001426697,0.03123399764839907
images/test/095/eb0498ce-da25-462e-ab38-defb5f98dc07.jpg,95,66,incorrect,0.0022990975994616747,0.16833965480327606,0.024626353692119407
images/test/345/26415065-9622-4e3a-92e7-2b41de4c7848.jpg,345,346,incorrect,0.6380211710929871,0.25933900475502014,0.015891876060060817
images/test/354/41243c49-cf55-489e-ade2-c9a3eb06f7fe.jpg,354,356,incorrect,0.03325347974896431,0.12864790856838226,0.07657362367644871
images/test/126/3abb9908-c17b-4e5f-ac32-ebfab276c572.jpg,126,143,incorrect,0.0028901929035782814,0.1273558884859085,0.05861080432307508
images/test/208/785242f2-05af-4fae-9316-d28e0ebe713f.jpg,208,209,incorrect,0.09423275291919708,0.06412003934383392,0.046521913949997495
images/test/263/5ca71c2f-3b04-450e-917a-f7d543fa3012.jpg,263,38,incorrect,0.0003368841717019677,0.14215101301670074,0.04081227842453894
images/test/480/6f9f693b-e35a-4d1c-9700-fe37afd64562.jpg,480,28,incorrect,0.00010730682697612792,0.1751755326986313,0.08056244171039639
images/test/296/24060f1c-e6b8-4016-923e-4292fcb21731.jpg,296,292,incorrect,0.0013011543778702617,0.16599521040916443,0.03561080835426189
images/test/199/5b9f42db-62fc-4ac3-bb3a-133dc75521dd.jpg,199,186,incorrect,0.007774578873068094,0.1448415070772171,0.024384940604285976
images/test/447/e65cf0f1-572b-4417-a7a7-c54e7d278630.jpg,447,485,incorrect,0.000888155191205442,0.11834793537855148,0.075840216932614
images/test/405/2c266f61-d8d7-4cd2-98e5-1780b358fb64.jpg,405,388,incorrect,0.00015300957602448761,0.002063884399831295,0.1334170256963486
images/test/031/827a9709-dbed-4077-b5f2-05a67ee3c5b2.jpg,31,125,incorrect,0.000210498008527793,0.10861220210790634,0.040258974471974907
images/test/449/b78356fc-0b79-42fa-8ab6-6038cbdaefe5.jpg,449,404,incorrect,0.020570138469338417,0.3019145429134369,0.04600354982113475
images/test/431/5da5246b-9d72-4da5-b36b-6de0a95f1630.jpg,431,390,incorrect,0.0019697227980941534,0.07376179844141006,0.047994990297589024
images/test/406/4d89a375-f487-4bbf-be78-e507bf2eb443.jpg,406,282,incorrect,0.0008148594642989337,0.0007816635770723224,0.1649868533046498
images/test/144/c32dc661-9795-43b2-97d2-2d0bd5a3b99f.jpg,144,235,incorrect,0.0008210446103475988,0.14548327028751373,0.028185848020647386
images/test/057/1fa84007-a3d1-4758-8d05-ee48ce2fe4e2.jpg,57,47,incorrect,0.0011221859604120255,0.1538260579109192,0.03238575308772318
images/test/008/ea84e3c0-9041-4eaa-bdda-fd8e02898496.jpg,8,39,incorrect,0.02457362599670887,0.17256297171115875,0.07086049819476736
images/test/214/3d90900e-6a78-40db-ad80-3aeca3f403f9.jpg,214,403,incorrect,2.5690635084174573e-05,0.11966090649366379,0.06114700498718628
